Kod_Kursus,Nama_Kursus,Tahun_Kursus,Tempoh_Kursus,Bidang,Sub_Bidang,Skim_Gred,Skim_Kod,Nama_Skim
KCA0093,Kursus Train of Trainer : Robotic Process Automation (RPA) - UiPath,2022,3,ICT,Pembangunan Sistem,F44,F,Sistem Maklumat
KCA0098,Bengkel Tadbir Urus Dan Perancangan Pelaksanaan 2023 Bagi Projek Pembangunan Kompetensi Kerajaan Digital (DGCD),2022,3,ICT,Pengurusan Projek ICT,F41,F,Sistem Maklumat
KCA0100,Kursus Penggunaan Perisian Navicat,2022,2,ICT,Pengurusan Pangkalan Data,F44,F,Sistem Maklumat
KCA0102,Latihan Pengguna Sistem Fasiliti,2022,2,ICT,Pengurusan Maklumat,FA29,F,Sistem Maklumat
KCA0109,Kursus Train of Trainer: Blockchain (Tahap Pertengahan),2023,3,ICT,Pengurusan Pusat Data,F41,F,Sistem Maklumat
KCA0111,Latihan Pengguna Sistem Penilaian INTAN,2023,1,ICT,Pembangunan Sistem,FA29,F,Sistem Maklumat
KCA0112,Latihan Pembangunan Bahan Kursus,2023,2,ICT,Pengurusan Projek ICT,FA32,F,Sistem Maklumat
KCA0114,Kursus Pengenalan Pengurusan Projek dan Tadbir Urus ICT,2023,2,ICT,Pengurusan Projek ICT,FA29,F,Sistem Maklumat
KCA0117,Kursus Train of Trainer: Robotic Process Automation (Tahap Pertengahan),2023,5,ICT,Pembangunan Sistem,F41,F,Sistem Maklumat
KCA0121,Kursus Pemantauan Keselamatan Maklumat (SIEM),2023,3,ICT,Keselamatan dan Perlindungan Maklumat,F44,F,Sistem Maklumat
KCA0127,BENGKEL SEMAKAN DAN REVIU PENCAPAIAN SASARAN KERJA TAHUNAN IMATEC,2023,3,ICT,Pengurusan Strategik ICT,F44,F,Sistem Maklumat
KCA0143,BENGKEL PEMBANGUNAN SOALAN PENILAIAN ISAC,2024,3,ICT,Pembangunan Bahan Kursus,F41,F,Sistem Maklumat
KCB0018,Kursus RBTCS: ISMS Certified ISO 27001 Lead Implementer,2022,5,ICT,Pengurusan Keselamatan ICT,F44,F,Sistem Maklumat
KCB0019,Kursus RBCTS : Archimate 3 Foundation,2022,3,ICT,Pengurusan Strategik ICT,F41,F,Sistem Maklumat
KCB0023,Kursus Persijilan Tahap Asas Blockchain,2023,3,ICT,Pengurusan Pusat Data,F44,F,Sistem Maklumat
KCB0024,Kursus Pensijilan Tahap Asas BDA - Certified Data Science Specialist,2022,5,ICT,Sains Data,FA32,F,Sistem Maklumat
KCB0025,Kursus Pensijilan Tahap Pertengahan BDA - Certified Python Programmer for Data Science,2022,4,ICT,Sains Data,FA32,F,Sistem Maklumat
KCB0030,Kursus Pensijilan Tahap Asas Robotic Process Automation (RPA),2023,3,ICT,Pembangunan Sistem,F44,F,Sistem Maklumat
KCB0031,Kursus Pensijilan Tahap Pertengahan Robotic Process Automation (RPA),2023,3,ICT,Pembangunan Sistem,F41,F,Sistem Maklumat
KXA0013,Training Preview For Leaders And Managers,2021,1,PEMBANGUNAN LATIHAN,Kepakaran Kejurulatihan,F54,F,Sistem Maklumat
SZA0057,Kursus Penyediaan Spesifikasi dan Skema Pemarkahan Sebut Harga/ Tender,2024,2,KEWANGAN,Perolehan,F44,F,Sistem Maklumat
SZA0060,Kursus Pengaturcaraan (Pertengahan),2024,3,ICT,Pembangunan Sistem,FA32,F,Sistem Maklumat
SZA0061,Kursus Pengaturcaraan (Lanjutan),2024,3,ICT,Pembangunan Sistem,FA32,F,Sistem Maklumat
AAA0008,KURSUS GPS DAN PENYIASATAN TANAH SEPARA LENGKAP (UPSKILLING-PP),2023,10,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G29,G,Pertanian
AAA0010,KURSUS SISTEM KOORDINAT DI MALAYSIA (UPSKILLING-PP),2023,3,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G41,G,Pertanian
AAA0012,KURSUS UPSKILLING TANAMAN TEMBIKAI (UPSKILLING-PP),2023,3,PERTANIAN,PENGURUSAN LADANG,G29,G,Pertanian
AAA0014,KURSUS MINEROLOGI BATUAN DAN GEOLOGI (UPSKILLING-PP),2023,3,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G32,G,Pertanian
AAA0015,KURSUS UPSKILLING DAN RESKILLING PENGURUSAN TANAMAN DURIAN (UPSKILLING-PP),2023,3,PERTANIAN,PENGURUSAN LADANG,G36,G,Pertanian
AAA0018,KURSUS TEKNOLOGI PERTANIAN PINTAR (SMART FARMING) (UPSKILLING-GS),2023,3,PERTANIAN,PENGURUSAN LADANG,G29,G,Pertanian
AAA0021,KURSUS UPSKILLING TANAMAN DURIAN (UPSKILLING-GS),2023,3,PERTANIAN,PENGURUSAN LADANG,G29,G,Pertanian
AAA0026,BENGKEL PENYELARASAN PELAKSANAAN DTIMS BAGI PENGURUSAN KURSUS TEKNIKAL PERTANIAN (UPSKILLING) JABATAN PERTANIAN,2023,2,ICT,Pengurusan Maklumat,G41,G,Pertanian
CAA0005,KURSUS PENGUKUHAN PEMATUHAN MYGAP (UPSKILLING-GS),2023,2,PERIKANAN,AKUAKULTUR,G19,G,Pertanian
CAA0012,KURSUS TEKNOLOGI PEMBENIHAN IKAN SUNGAI TEMPATAN (UPSKILLING-GS),2023,6,PERIKANAN,AKUAKULTUR,G19,G,Pertanian
CAA0022,KURSUS PEMBUATAN UNJAM TIRUAN (UPSKILLING-GS),2023,2,PERIKANAN,SUMBER PERIKANAN TANGKAPAN,G19,G,Pertanian
CAA0024,KURSUS TEKNOLOGI PENTERNAKAN UDANG GALAH SECARA EFEKTIF (UPSKILLING-GS),2023,3,PERIKANAN,AKUAKULTUR,G19,G,Pertanian
CAA0026,KURSUS TEKNOLOGI PENYEDIAAN MAKANAN TERNAKAN IKAN PERINGKAT LADANG (UPSKILLING-GS),2023,2,PERIKANAN,AKUAKULTUR,G19,G,Pertanian
CAA0034,KURSUS PEMINDAHAN TEKNOLOGI PEMBIAKAN IKAN PATIN (UPSKILLING-GS),2023,3,PERIKANAN,AKUAKULTUR,G44,G,Pertanian
CCA0003,PEMANTAPAN PEMERIKSAAN TAPAK MYGAP DAN MYGAP A.M,2022,3,PERTANIAN,PENGUATKUASAAN PERTANIAN,G29,G,Pertanian
CCA0004,MANDATORI AOD : PENGURUSAN TANAH SIRI 2,2022,4,PERTANIAN,PENGEMBANGAN PERTANIAN,G44,G,Pertanian
CCA0006,"PROGRAM PENINGKATAN KEMAHIRAN BIMBINGAN PERKHIDMATAN AWAM (AKRAB) PRA AKRAB TAHAP 2, JABATAN PERTANIAN",2022,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,G41,G,Pertanian
CCA0009,SISTEM TENAGA SOLAR,2022,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G41,G,Pertanian
CCA0010,PEGAWAI PEMBIMBING MYGAP PESTICIDE FREE,2022,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
CCA0011,MANDATORI AOD : INTEGRATED PEST MANAGEMENT (IPM) SIRI 1,2022,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,G44,G,Pertanian
CCA0012,KURSUS PENGURUSAN TANAMAN MAKANAN TERNAKAN (NAPIER & JAGUNG BIJIAN),2022,3,PERTANIAN,PENGURUSAN LADANG,G29,G,Pertanian
CCA0013,PEGAWAI AUDIT MYGAP PESTICIDE FREE,2022,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G41,G,Pertanian
CCA0027,PEMANTAPAN PEMERIKSAAN TAPAK MYGAP TBM DAN PESTICIDE FREE,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G41,G,Pertanian
CCA0032,KURSUS TEKNOLOGI TANAMAN PADI,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
CCA0040,TEKNOLOGI TANAMAN JAGUNG BIJIAN,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G48,G,Pertanian
CCA0057,Kursus Pengurusan Tanaman Padi dan Lepas Tuai,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
CCA0060,Kursus Diagnostik Tanaman Padi,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G32,G,Pertanian
CCA0062,Kursus Asas Pegawai Pemeriksa Varieti Baharu Tumbuhan (Akta 634) Tahun 2024,2024,4,PERTANIAN,PENGEMBANGAN PERTANIAN,G41,G,Pertanian
CCA0065,Kursus Asas ArcGIS,2024,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G29,G,Pertanian
CCA0066,Kursus Pengurusan Tanah Siri 2,2024,4,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
CCA0069,Kursus Pegawai Audit myGAP Skop Subsektor Tanaman Makanan (myGAP),2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
CCA0071,"Kursus Rekabentuk Pengairan, Penyelenggaraan & Saliran Tanaman Buah-Buahan",2024,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G29,G,Pertanian
CCA0079,Kursus Pegawai Audit myGAP Skop Pesticide Free (myGAP.PF),2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
DDA0003,Kursus Pegawai Audit myGAP & myOrganic bagi Sektor Tanaman,2022,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
DDA0004,Kursus Pegawai Pembimbing myGAP & myOrganic Sektor Tanaman,2022,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G32,G,Pertanian
DDA0006,Kursus Penggunaan Racun Makhluk Perosak Secara Berhemah,2022,2,PERTANIAN,PENGUATKUASAAN PERTANIAN,G41,G,Pertanian
DDA0008,Kursus Teknologi Tanaman Betik,2022,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G29,G,Pertanian
DDA0010,Mandatori AOD: Kursus Pengurusan Tanah Siri 1,2022,4,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G41,G,Pertanian
DDA0012,Kursus CPS (Crop Production Survey),2022,3,PERTANIAN,PENGURUSAN LADANG,G32,G,Pertanian
DDA0015,Kursus Rekabentuk Pengairan & Penyaliran Ladang,2022,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G29,G,Pertanian
DDA0017,Mandatori AOD: Kursus Pengurusan Tanah Siri 2,2022,4,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G41,G,Pertanian
DDA0021,Mandatori AOD: Integrated Pest Management (IPM) Zon Timur,2022,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G41,G,Pertanian
DDA0022,Kursus CCS (Crop Cutting Survey) Tanaman Padi,2022,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
DDA0025,Kursus Pengurusan Tanah Bercerun Untuk Aktiviti Pertanian,2022,2,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G41,G,Pertanian
DDA0033,Kursus MPSAS : Perakaunan Aset,2023,3,KEWANGAN,Perakaunan,G29,G,Pertanian
DDA0048,Kursus Operasi Dan Penyelenggaraan Telaga Tiub,2023,3,"SAINS, TEKNOLOGI DAN KEJURUTERAAN","Sains, Teknologi dan Kejuruteraan",G29,G,Pertanian
DDA0055,Kursus Tatacara Pengurusan Aset Hidup Tumbuhan,2023,3,PENGURUSAN,Pengurusan Dokumen Rasmi,G29,G,Pertanian
DDA0056,KURSUS PEMANTAPAN PEMERIKSAAN TAPAK myGAP,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G41,G,Pertanian
DDA0057,Kursus Pemantapan Audit Dalam MS ISO 9001:2015 Perkhidmatan Pengembangan Pertanian Tahun 2024,2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
DDA0062,Kursus Mandatori AOD: Pengenalan Kepada Biosekuriti Tumbuhan,2024,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,G41,G,Pertanian
DDA0063,Kursus Pembimbing myGAP Skop Pemeliharaan Lebah & Kelulut (myGAP.AM),2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G32,G,Pertanian
DDA0066,Kursus Pegawai Audit myGAP Skop Pemeliharaan Lebah &  Kelulut(myGAP.AM),2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
DDA0076,Kursus Pembangunan Kompetensi Pengurusan Kesuburan Tanah,2024,3,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G29,G,Pertanian
DDA0077,Kursus Teknologi Microrganisma Berfaedah (TEM - Bokashi dan Plant Booster),2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G41,G,Pertanian
DDA0081,Kursus Kaliberasi Racun Perosak & Baja,2024,3,PERTANIAN,PENGURUSAN LADANG,G29,G,Pertanian
EAA0002,KURSUS PENGURUSAN TERNAKAN TENUSU SIRI 1 (UPSKILLING-PP),2023,4,VETERINAR,INDUSTRI ASAS TERNAKAN,G32,G,Pertanian
EAA0013,KURSUS PEMERIKSAAN DAGING SIRI 2 (UPSKILLING-PP),2023,2,VETERINAR,PEMERIKSAAN DAGING,G29,G,Pertanian
EAA0014,KURSUS PEMERIKSAAN DAGING SIRI 3 (UPSKILLING-PP),2023,4,VETERINAR,PEMERIKSAAN DAGING,G30,G,Pertanian
EAA0015,KURSUS PEMERIKSAAN DAGING SIRI 4 (UPSKILLING-PP),2023,2,VETERINAR,PEMERIKSAAN DAGING,G22,G,Pertanian
EAA0021,KURSUS LANJUTAN PENTERNAKAN ARNAB PEDAGING (UPSKILLING-GS),2024,3,VETERINAR,TERNAKAN,G19,G,Pertanian
EAB0003,KURSUS TEKNOLOGI PENYEMBELIHAN SIRI 1 (UPSKILLING-PP),2023,1,VETERINAR,PEMERIKSAAN DAGING,G29,G,Pertanian
EAB0009,KURSUS PARAMETER TEKNIKAL PENGELUARAN TERNAKAN (UPSKILLING-PP),2023,3,VETERINAR,PENGEMBANGAN,GV41,G,Pertanian
EAB0010,KURSUS TOT AMK (ANALISIS MARGIN KASAR)-(UPSKILLING-PP),2023,3,VETERINAR,PENGEMBANGAN,GV41,G,Pertanian
EAB0012,LATIHAN PENGURUSAN SISA BUANGAN TERNAKAN (UPSKILLING-PP),2023,2,VETERINAR,INDUSTRI ASAS TERNAKAN,G32,G,Pertanian
EAC1001,LATIHAN PENGAMBILAN SAMPLE (UPSKILLING-PP),2023,3,VETERINAR,KAWALAN PENYAKIT,G32,G,Pertanian
EAC1002,KURSUS PENYELESAIAN MASALAH DAN PENINGKATAN PERKHIDMATAN PENGEMBANGAN (UPSKILLING-PP),2023,4,VETERINAR,PENGEMBANGAN,GV44,G,Pertanian
EAC1004,KURSUS PENSIJILAN GVHP (GOOD VETERINARY HYGIENIC PRACTISES) DAN VHM (VETERINARY HEALTH MARK) SIRI 1 (UPSKILLING-PP),2023,3,VETERINAR,PENSIJILAN,G32,G,Pertanian
EAC1006,KURSUS PENYELARASAN PERKHIDMATAN PENGEMBANGAN VETERINAR BAGI PENCAPAIAN INDEKS KEBANGSAAN DI LAPANGAN SIRI 1 (UPSKILLING-PP),2023,3,VETERINAR,PENGEMBANGAN,G29,G,Pertanian
EAC1007,KURSUS PENYELARASAN PERKHIDMATAN PENGEMBANGAN VETERINAR BAGI PENCAPAIAN INDEKS KEBANGSAAN DI LAPANGAN SIRI 2 (UPSKILLING-PP),2023,3,VETERINAR,PENGEMBANGAN,GV41,G,Pertanian
EEA0011,PENGENALAN KEPADA PENDAFTARAN VARIETI TANAMAN DAN KEMAHIRAN PENCIRIAN TANAMAN,2022,4,PERTANIAN,PENGUATKUASAAN PERTANIAN,G41,G,Pertanian
EEA0014,PENGHASILAN BENIH CENDAWAN BERKUALITI,2022,2,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
EEA0018,PENGHASILAN SABUN DAN MINYAK PATI BERASASKAN TANAMAN,2022,2,PERTANIAN,PENGEMBANGAN PERTANIAN,G41,G,Pertanian
EEA0019,PENENTUAN SIFAT FIZIK TANAH,2022,2,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G41,G,Pertanian
EEA0023,PENANAMAN DAN PENGURUSAN TANAMAN ORKID,2022,2,PERTANIAN,PENGURUSAN LADANG,G44,G,Pertanian
EEA0028,REKABENTUK PENGAIRAN DAN PENYALIRAN LADANG,2022,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G41,G,Pertanian
EEA0029,MANDATORI AOD: INTEGRATED PEST MANAGEMENT (IPM) SIRI 3,2022,2,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,G41,G,Pertanian
EEA0031,"PENGHASILAN KERTAS PEMBENTANGAN PROJEK DALAM BENTUK 2D, 3D DAN 4D MENGGUNAKAN PERISIAN REALTIME",2022,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G41,G,Pertanian
EEA0032,PEGAWAI PEMBIMBING myGAP TANAMAN BUKAN MAKANAN (myGAP.TBM),2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
EEA0041,PEGAWAI PEMERIKSA SKIM PENGESAHAN BAHAN TANAMAN (SPBT),2023,3,PERTANIAN,PENGETAHUAN UNDANG-UNDANG & DASAR BERKAITAN BIDANG PERTANIAN,G41,G,Pertanian
EEA0044,PEGAWAI AUDIT myGAP TANAMAN BUKAN MAKANAN (myGAP.TBM),2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
EEA0045,PENYEDIAAN NURSERI SION DAN PENGELUARAN BAHAN TANAMAN BUAH-BUAHAN,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G44,G,Pertanian
EEA0046,PEGAWAI AUDIT myGAP dan myOrganic,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G41,G,Pertanian
EEA0047,PEGAWAI PEMBIMBING myGAP DAN myOrganic,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
EEA0056,PENGENALAN KEPADA BIOSEKURITI TUMBUHAN,2023,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,G29,G,Pertanian
EEA0063,PEMBIMBING myGAP SKOP TANAMAN BUKAN MAKANAN (myGAP.TBM),2024,3,INDUSTRI MAKANAN,KUALITI DAN KESELAMATAN MAKANAN,G29,G,Pertanian
EEA0064,PENGURUSAN TANAMAN UBI KELADI,2024,3,PERTANIAN,PENGURUSAN LADANG,G29,G,Pertanian
EEA0067,PENGURUSAN PERTANIAN DI TANAH GAMBUT,2024,3,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G41,G,Pertanian
EEA0068,PAKEJ TEKNOLOGI TANAMAN NANGKA,2024,3,PERTANIAN,PENGURUSAN LADANG,G44,G,Pertanian
EEA0070,PAKEJ TEKNOLOGI TANAMAN PISANG,2024,3,PERTANIAN,PENGURUSAN LADANG,G41,G,Pertanian
EEA0072,PEGAWAI AUDIT myGAP SKOP TANAMAN BUKAN MAKANAN (myGAP.TBM),2024,3,INDUSTRI MAKANAN,KUALITI DAN KESELAMATAN MAKANAN,G29,G,Pertanian
EEA0074,KEMAHIRAN PENGETAHUAN PENGURUSAN LOGISTIK DAN PENYELENGGARAAN KENDERAAN,2024,4,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G29,G,Pertanian
EEA0075,PEMBIMBING myOrganic SUBSEKTOR TANAMAN MAKANAN,2024,3,INDUSTRI MAKANAN,KUALITI DAN KESELAMATAN MAKANAN,G29,G,Pertanian
EEA0078,DIAGNOSTIK TANAMAN KONTAN,2024,3,PERTANIAN,PENGURUSAN LADANG,G41,G,Pertanian
EEA0080,PENGURUSAN TANAH SIRI 1,2024,4,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G41,G,Pertanian
EEA0083,PAKEJ TEKNOLOGI TANAMAN DURIAN BELANDA,2024,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G48,G,Pertanian
IAA0008,KURSUS INTERNET OF THINGS (IOT) PERTANIAN (UPSKILLING-PP),2023,1,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G29,G,Pertanian
IIA0005,KURSUS TEKNOLOGI PENGHASILAN BAJA ORGANIK,2022,3,PERTANIAN,PENGURUSAN SUMBER TANAH PERTANIAN,G29,G,Pertanian
IIA0012,KURSUS PENGELUARAN SAYURAN : PENDEKATAN SECARA IPM,2022,2,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,G44,G,Pertanian
IIA0013,KURSUS TEKNOLOGI TANAMAN HALIA FERTIGASI,2022,2,PERTANIAN,PENGEMBANGAN PERTANIAN,G41,G,Pertanian
IIA0020,KURSUS KESELAMATAN & KESIHATAN PEKERJAAN,2022,3,PERTANIAN,PENGETAHUAN UNDANG-UNDANG & DASAR BERKAITAN BIDANG PERTANIAN,G32,G,Pertanian
IIA0026,KURSUS PEMBIMBING myGAP Pesticide Free (myGAP.PF),2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
IIA0028,KURSUS PENGURUSAN & AMALAN PERTANIAN DI BANDAR,2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G32,G,Pertanian
IIA0033,KURSUS PEGAWAI AUDIT myGAP PESTICIDE FREE (myGAP.PF),2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G32,G,Pertanian
IIA0035,KURSUS PENGHASILAN BENIH CENDAWAN BERKUALITI,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,G44,G,Pertanian
IIA0036,KURSUS PENGENDALIAN LEPAS TUAI & PEMPROSESAN PRIMER HERBA,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
IIA0037,KURSUS PENGURUSAN FISIOLOGI TANAMAN SINGKAT MASA,2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
IIA0040,KURSUS SKIM PENGESAHAN BENIH PADI KEPADA PEGAWAI INSPEKTORAT,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
IIA0042,KURSUS PENGURUSAN TANAH PERSEKUTUAN,2023,2,PERTANIAN,PENGUATKUASAAN PERTANIAN,GV44,G,Pertanian
IIA0043,KURSUS PENGURUSAN KUALITI AIR PERTANIAN,2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G29,G,Pertanian
IIA0044,KURSUS EKSPERIMENTASI & BIOMETRIK PERTANIAN,2023,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
IIA0049,KURSUS PEMANDUAN BERHEMAH SIRI 2,2023,3,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,G29,G,Pertanian
IIA0052,Kursus Pembimbing myGAP Skop Pesticide Free (myGAP.PF),2024,3,PERTANIAN,PENGEMBANGAN PERTANIAN,G29,G,Pertanian
MMA0005,Kursus Tanaman Hidroponik NFT (Sayuran Berdaun) Siri 2- (Talent Pool),2023,2,PERTANIAN,PENGEMBANGAN PERTANIAN,G19,G,Pertanian
BZA0066,"Kursus Penulisan Surat Rasmi, Memo, E-Mel Dan Minit Mesyuarat Kerajaan Berkualiti",2023,5,PENGURUSAN,Pengurusan Dokumen Rasmi,H11,H,Kemahiran
BZA0075,Kursus Pemandu Profesional,2024,2,KEWANGAN,Kewangan,H11,H,Kemahiran
DKA0001,PENGAMBILAN SAMPEL DARAH LEMBU/KAMBING SIRI 1 (UPSKILLING - PP),2023,1,PERTANIAN,PENGUATKUASAAN PERTANIAN,H11,H,Kemahiran
DKA0002,PENGAMBILAN SAMPEL DARAH LEMBU/KAMBING SIRI 2 (UPSKILLING - PP),2023,2,PERTANIAN,PENGUATKUASAAN PERTANIAN,H11,H,Kemahiran
DMA0001,KURSUS PENGURUSAN PENYAKIT IKAN DAN KAWALAN BIOSEKURITI BAGI PREMIS IKAN (UPSKILLING PP),2023,3,PERIKANAN,BIOSEKURITI PERIKANAN,H11,H,Kemahiran
EEA0076,PAKEJ TEKNOLOGI TANAMAN PITAYA,2024,3,PERTANIAN,PENGURUSAN LADANG,H11,H,Kemahiran
IAA0003,KURSUS UPSKILLING KECEKAPAN PENGENDALIAN BOT (UPSKIILLING-PP),2023,2,PERTANIAN,KEJURUTERAAN DAN TEKNOLOGI PERTANIAN,H11,H,Kemahiran
KAA0013,Bengkel Biblioterapi: Buku dan Membaca Terapi Jiwa Malaysia Madani,2023,1,PENGURUSAN,Perpustakaan dan Pembacaan,H11,H,Kemahiran
MMA0003,Kursus Penternakan Ayam Komersial Siri 2- (Talent Pool),2023,2,VETERINAR,INDUSTRI ASAS TERNAKAN,H22,H,Kemahiran
WZA0017,Kursus Enhancing Delivery Service: Effective Telephone Skills,2023,2,BAHASA,English,H11,H,Kemahiran
IEA0007,KURSUS PENGENDALIAN PERALATAN UJIAN PEMANCAR,2024,4,PENYIARAN,KEJURUTERAAN BERSEPADU,JA29,J,Kejuruteraan
IEA0008,KURSUS TEKNOLOGI PENYIARAN TV,2024,5,PENYIARAN,KEJURUTERAAN TV,J41,J,Kejuruteraan
IEA0013,KURSUS PENYELIAAN PRODUKSI TEKNIKAL TV,2024,5,PENYIARAN,KEJURUTERAAN TV,JA36,J,Kejuruteraan
MMA0006,Kursus Pembenihan Ikan Air Tawar Siri 2 - (Talent Pool ),2023,3,PERIKANAN,AKUAKULTUR,J48,J,Kejuruteraan
SZA0022,Kursus Setiausaha Awesome dan Ideal,2024,3,PEMBANGUNAN DIRI DAN SAHSIAH,Keyakinan Diri,JA36,J,Kejuruteraan
SZA0026,Kursus Human Resource Champions Modul 6: Pembangunan Modal Insan,2021,2,PENGURUSAN,Sumber Manusia (Perkhidmatan),JA29,J,Kejuruteraan
CAA0038,"KURSUS PERALATAN MENANGKAP IKAN TRADISIONAL (BUBU, PUKAT HANYUT & KAIL MENGAIL) (UPSKILLING-GS)",2023,2,PERIKANAN,SUMBER PERIKANAN TANGKAPAN,KP19,K,Keselamatan dan Pertahanan Awam
DFA0002,PENGENDALIAN HAIWAN YANG DIJANGKITI PENYAKIT DAN VIRUS YANG BERBAHAYA (UPSKILLING - PP),2023,4,VETERINAR,KAWALAN PENYAKIT,KP41,K,Keselamatan dan Pertahanan Awam
DFA0003,KURSUS TATACARA KUARANTIN HAIWAN (UPSKILLING - PP),2023,3,VETERINAR,TERNAKAN,KP41,K,Keselamatan dan Pertahanan Awam
DFA0004,PENGAMBILAN SAMPEL HAIWAN HIDUP BEDAH SIASAT KARKAS (UPSKILLING - PP),2023,3,VETERINAR,KAWALAN PENYAKIT,KP29,K,Keselamatan dan Pertahanan Awam
DFC1001,KURSUS PENGURUSAN KUARANTIN DI STESEN KUARANTIN DAN PREMIS KUARANTIN MAQIS (UPSKILLING-PP),2024,3,PENGURUSAN KUARANTIN HAIWAN,TATACARA KUARANTIN,KP41,K,Keselamatan dan Pertahanan Awam
DGA0006,KURSUS PEMANTAPAN PERSAMPELAN KOMODITI PERTANIAN (Upskilling-PP),2023,3,PERTANIAN,PENGURUSAN BIOSEKURITI TUMBUHAN,KP29,K,Keselamatan dan Pertahanan Awam
DGA0007,PENGURUSAN PENGENDALIAN DAN PENYELENGGARAAN SENJATA BAGI PEGAWAI PENGUATKUASA (Upskilling-PP),2023,2,KESELAMATAN,Keselamatan Dan Kesihatan Pekerjaan,KP29,K,Keselamatan dan Pertahanan Awam
